id:text	text:text
729-1382219175	If you're ENGR, I'll mentor u to Launch at #SXSW #StartupSchool
730-1382219278	Worth it. RT @hypebot: Today Is Last Day For SXSW 2014 Pass Discount, Accelerator Startup Showcase Deadline Nears http://t.co/FVrU39vE9k
731-1382219415	➟ BLAZIN NEW SINGLE ➫  http://t.co/kzVqlYF3D7 #WEBALLIN #SUBSCRIBE #PLAYAFRESH  #HOTTESTMCS #HOTTRACK  #WSHH SXSW #GUDDAGUDDA  #BANGA    ➫
732-1382219422	--&gt; RT @eleven8: Sponsor my SXSW stage and watch how i put on. Yall saw what i did last year...fuck wit me, u know i got it! lol
733-1382219429	➲ #PUSHPLAY #PUSHPLAY ➼  http://t.co/WEpQwEjjDG #PUTMEINTHEGAME #SUBSCRIBE #PLAYAFRESH  #HNHH #SXSW  #BESTLYRICS  #TPAIN  #LIVEMIXTAPES    ➙
734-1382219528	@SonicVaultATX Thanks for the follow. I tweet about #austin #dogs #sxsw #art #church #education #hiking &amp; more. Keep following! -Dianne
735-1382219565	I need in this go around! RT @eleven8: 3 PACKED events last time...lets do it again #SXSW
736-1382219582	Tired of East but may just look SxSW some but not really Interesting unless just lay over, and Roof may do lot Camping &amp; Working out West
737-1382219619	@Wale rocked that shit at SXSW 12' so I'm very excited to see him do his thing tonight
738-1382219658	➙ HOT NEW #VIDEO ✔  http://t.co/IYxtqMzpDg #WEBALLIN #LISTEN #PLAYAFRESH  #HOTNEWHIPHOP #SXSW  #UNSIGNEDHYPE SXSW #GUDDAGUDDA  #BANGA    ➲
739-1382219712	'Drinking Buddies' Review http://t.co/TfGPoU6dk1
740-1382219763	take me to sxsw &amp; i'll love you forever . 💕
741-1382219801	@eleven8 @rodneybwilliams may be intrested in that sxsw sponsership for @lisnr
742-1382219892	➾ THIS VIDEO IS A BANGA!! ➙  http://t.co/WhvAWy9liF #WEBALLIN #SHARE #PLAYAFRESH  #NEWRAPPERS #SXSW  #NEWRAPPERS  #THEGAME  #BANGA    ➮
743-1382219907	➲ #NEWVIDEO ➫  http://t.co/IYxtqMzpDg #WEBALLIN #SHARE #PLAYAFRESH  #HOTNEWHIPHOP #MUSICMONDAY  #NEWHIPHOP SXSW #CASHOUT  #PLAYAFRESH    ➫
744-1382220136	RT @JuHarley: SXSW 2014 will be dope
745-1382220306	RT @UrbanThreshold: One of your goals should be to hit up the music festivals next year particularly SXSW. Hopefully, you can perform at a …
746-1382220340	The Planner, Oct. 18: ‘MythBusters’ Adam Savage added to SXSW,... http://t.co/o6Y5joQzvO
747-1382220436	Lena Dunham Will Keynote SXSW Next Year http://t.co/Q9gvfv5fr8 via @mashable #adamsavage #ieee
748-1382220693	➤ #NEWVIDEO ➤  http://t.co/w9Wr8Xmoi9 #IJUSWANNABALL #LISTEN #PLAYAFRESH  #WORLDSTARHIPHOP SXSW  #BESTLYRICS #SXSW #TPAIN  #MIXTAPES    ➾
749-1382220699	RT @eleven8: 3 PACKED events last time...lets do it again #SXSW
750-1382220923	RT @WesFif: SXSW 14 announces first round of official artist: Including @WesFif http://t.co/8lqKGyDlOv
751-1382221151	RT @smallbizsaas: "clarity always trumps density" ~ @globalmoxie #sxsw #sxswi
752-1382221237	RT @theadamesmith: Congrats to @shawnchrys for being announced as a @sxsw performing artists. Dude is going to be larger than life before y…
753-1382221256	iTunes Live: SXSW - EP - City and Colour: iTunes Live: SXSW - EP by City and Colour [[ This… http://t.co/Ix9V2Se8eQ
754-1382221647	I got a date with @sxsw
755-1382221866	There's still TWELVE DAYS LEFT to submit your film to next year's installment of the always-amazing South By... http://t.co/HAISZFBD3I
756-1382221998	Brazil's Amazonian Potential to Tower Over the Social and Digital Media World http://t.co/HtVrilLg1h
757-1382221999	QUINT Media Appoints CEO to Transform Company into Global Digital Media Network http://t.co/kprxl9MpwM
758-1382221999	Why a digital media expert still believes in TV advertising http://t.co/TsuhoTyw87
759-1382221999	Digital Media Habits and Brand Engagement of Avid Sports Fans [INFOGRAPHIC] http://t.co/6L2ApZIrGt
760-1382222379	RT @livepath: And one more quick one Dean Kamen is returning to SXSW in 2014 as an @IEEE  @IEEESA featured speaker. More here: http://t.co/…
761-1382222411	RT @iconicsocial: Lena Dunham Will Keynote SXSW Next Year http://t.co/Q9gvfv5fr8 via @mashable #adamsavage #ieee
762-1382222536	SXSW LINEUP TEASE http://t.co/TmBmq68jrf
763-1382222591	I just hope @DEEDAY504 dont get kad at me wen we at #SXSW wen i get more hoes than him in the suit
764-1382222770	RT @IncuStation: Austin A-List of Hottest Startups. Nominations open! Know an awesome candidate? @AustinChamber @SXSW #ATXalister http://t.…
765-1382222850	RT @cuzzin_clint: I just hope @DEEDAY504 dont get kad at me wen we at #SXSW wen i get more hoes than him in the suit
766-1382222891	@cuzzin_clint lol that's the plan son u gettin all them sxsw weekend
767-1382222907	I can't wait for SXSW this year!
768-1382222933	➼ HOT NEW #VIDEO ➫  http://t.co/eygHFlGhoQ #WEBALLIN #LISTEN #PLAYAFRESH  #BESTLYRICS #SXSW  #NEWRAPPERS SXSW #RICKROSS  #ITUNES    ➙
769-1382222941	“@DEEDAY504: @cuzzin_clint lol that's the plan son u gettin all them sxsw weekend” nah ill prolly leave wit no numbers or hoes #TeamNoHoes
770-1382223409	➾ #PUSHPLAY #PUSHPLAY ➫  http://t.co/eygHFlGhoQ #WEBALLIN #HARLEMSHAKE #PLAYAFRESH  #NEWHIPHOP   #RAPSONGS #SXSW #TPAIN  #NEWARTIST    ➔
771-1382223509	No Myth: SXSW Interactive Announces Another Keynote: 'Mythbusters' co-host Adam Savage will deliver address March 10 http://t.co/wtUSpN0dTo
772-1382223632	I love watching kittens sxsw performance. It makes me wanna b on stage.
773-1382223644	SXSW Teases 2014 Lineup -  &amp;lt;!-- --&amp;gt; The annual Music Festival will... http://t.co/5CgJ6oXm2U  #JessicaLeaMayfield #LosLonelyBoys #sxsw
774-1382223666	RT @DFWCypher: The SXSW Edition - http://t.co/zC7oVCCrIX - @SamUiLLbc @king_gi @MarkSpits16 @BillySyn @_XEL @JCHAMP619 @Rizzo214 @JayOh_Wat…
775-1382223950	Gullwing Truck Co – Lost Tapes Texas: ] On the way to SXSW, the Gullwing Truck team rode through New Mexico... http://t.co/SUnHwGmwrr #rnck
776-1382224228	#Bands #artists looking to play Austin in March? #sxsw You can submit now to play Music Gorilla Live 2014 #cantwait http://t.co/xysfZqPAkB
777-1382224403	SXSW session Mr &amp; Mrs Dream, immersive stage by @Dassault3DS inspired by Ionesco, hope it comes to Melbourne http://t.co/W5BZZvH151 amazing
778-1382224492	Lena Dunham Will Keynote SXSW Next Year http://t.co/6xzYdxubvx #tech
779-1382224499	➔ #NEWVIDEO ➲  http://t.co/NXn6sU6zTZ #IJUSWANNABALL #SHARE #PLAYAFRESH  #WSHH #MUSICMONDAY  #RAPSONGS SXSW #T.I.  #LIVEMIXTAPES    ➫
780-1382224548	RT @playafreshworld: ➔ #NEWVIDEO ➲  http://t.co/NXn6sU6zTZ #IJUSWANNABALL #SHARE #PLAYAFRESH  #WSHH #MUSICMONDAY  #RAPSONGS SXSW #T.I.  #LI…
781-1382224861	Thanks, @robzie_! Are you at #SXSW again this year? @markwschaefer
782-1382224880	RT @djbuddhaTX: “@936ANDYE: @djbuddhaTX remember sxsw? Them 3 grown azz nikkaz on that chariot??? Lmfao”  #PauseWorthBentley
783-1382224987	➾ HOT NEW #VIDEO ➤  http://t.co/kzVqlYF3D7 #PUTMEINTHEGAMECOACH #SHARE #PLAYAFRESH  #WSHH SXSW  #RAPSONGS SXSW #TPAIN  #LIVEMIXTAPES    ➙
